Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
9376,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,1110.0,2,1985.0,0.0,   4,78688,0
13701,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250.0,3,1850.0,0.6,   4,33063,1
17762,2015,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,300.0,3,1900.0,0.3,   5,93055,0
615,2014,"0,161643836",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,360.0,1,1950.0,0.0,   3,91223,0
6790,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,1960.0,0.0,   .,93070,0
7478,2013,1,0,N,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2590.0,1,1960.0,0.0,   5,13056,0
5040,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13201,0
14798,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100.0,1,1988.0,0.0,   .,13021,1
11111,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1988.0,0.0,   .,38451,0
2066,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,2,1960.0,0.0,   .,13206,0
3976,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,720.0,2,1960.0,0.6,   5,63113,0
5531,2015,"0,695890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,923.0,4,1980.0,0.0,   .,06094,0
8044,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,60.0,2,,0.0,   .,59646,0
14103,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,4,1960.0,0.0,   .,75118,0
18366,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5640.0,1,2012.0,0.0,   7,74012,0
7479,2015,1,0,N,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2590.0,1,1960.0,0.0,   5,13056,1
16775,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2100.0,1,2002.0,0.3,   4,74143,0
6094,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1091.0,2,1988.0,0.0,   .,77390,0
8534,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4634.0,4,,0.0,   .,06004,1
11082,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1988.0,0.0,   .,83009,0
12044,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,4,1960.0,0.0,   .,75111,1
5570,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10426.0,2,1980.0,0.0,   .,38563,1
6775,2013,"0,150684932",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,292.0,1,1960.0,0.0,   .,13028,0
225,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2897.0,2,1980.0,0.0,   .,14118,1
0,2013,"0,350684932",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,384.0,2,1980.0,0.0,   .,26362,0
7390,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2830.0,1,1988.0,0.0,   .,01143,0
4004,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6984.0,4,1980.0,0.0,   .,06083,0
16640,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1430.0,3,1900.0,0.0,   3,33063,1
9712,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3133.0,2,1980.0,0.0,   .,83107,0
3108,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,826.0,4,1980.0,0.0,   .,06083,0
10589,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,1988.0,0.0,   .,63113,0
11612,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1344.0,2,1988.0,0.0,   .,38567,0
2698,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3594.0,2,1980.0,0.0,   .,42218,1
18747,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,350.0,1,1951.0,0.3,   3,74056,0
12127,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3062.0,2,1980.0,0.0,   3,83042,0
19100,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200.0,3,1970.0,0.3,   9,2A004,1
238,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,236.0,2,1960.0,0.0,   .,77152,0
14867,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2008.0,V,   .,,0
6211,2014,"0,97260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1485.0,2,,0.0,   .,57049,0
10338,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,,0.0,   .,66136,0
16984,2014,"0,580821918",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,1900.0,V,   .,,0
12371,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1960.0,0.0,   .,13205,0
10728,2013,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,998.0,2,1960.0,0.0,   .,13202,0
17848,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,730.0,2,1987.0,0.0,   5,83061,1
18984,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,280.0,2,1960.0,0.0,   4,38185,1
18813,2012,"0,341530055",0,V,N,3,O,1,O,O,N,N,O,AUTRE,IDENTIQUE,V,base,1,470.0,2,1900.0,0.3,   4,78361,0
10166,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,840.0,4,1965.0,0.0,   4,06157,0
4727,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,942.0,2,1960.0,0.0,   .,42218,0
9005,2014,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6790.0,4,1975.0,0.6,   7,75106,1
9587,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,13201,0
9247,2014,"0,334246575",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,804.0,2,,0.0,   .,59295,0
19676,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1011.0,2,2014.0,0.6,   3,62300,0
8028,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1720.0,1,,0.0,   .,35288,0
7118,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1440.0,4,,0.0,   .,75102,1
12802,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3947.0,2,1988.0,0.0,   .,69241,1
19411,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,325.0,2,1930.0,0.6,   4,13205,0
15915,2013,"0,18630137",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1344.0,3,1900.0,0.0,   5,33063,0
17075,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,350.0,3,1930.0,0.0,   4,92009,0
19034,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2130.0,2,1976.0,0.0,   4,56107,1
17894,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1988.0,3,2004.0,0.0,   3,83137,0
19266,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2013.0,V,   .,,0
34,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580.0,2,1960.0,0.0,   .,69297,0
11247,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3524.0,2,1960.0,0.0,   .,62525,0
4163,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5237.0,3,,0.0,   .,92014,1
13356,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100.0,1,1980.0,0.0,   .,15900,0
4512,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325.0,4,1980.0,0.0,   .,06083,0
3781,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,1,1960.0,0.0,   .,74081,0
9292,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1155.0,4,,0.0,   .,75120,0
16866,2015,"0,997260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,186.0,2,1940.0,0.0,   2,83069,0
5819,2014,"0,745205479",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600.0,1,1980.0,0.0,   .,21278,1
9282,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,,0.0,   .,75118,0
13296,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1980.0,0.0,   .,83112,0
6098,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6800.0,2,1960.0,0.0,   .,13208,0
1201,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,1,1960.0,0.0,   .,71270,0
10345,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,2,,0.0,   .,51454,0
8268,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1080.0,3,,0.0,   .,2B033,0
5669,2015,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,4,,0.0,   .,75116,1
11406,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700.0,1,1980.0,0.0,   .,58095,0
2158,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,4,1960.0,0.0,   .,06088,0
10220,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,31042,0
5004,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1508.0,2,1980.0,0.0,   .,29232,0
3738,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5873.0,2,1970.0,0.0,>=10,13209,1
7149,2012,"0,827868852",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1988.0,0.0,   .,64122,1
15636,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,750.0,2,1977.0,0.0,   3,83129,0
4552,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1.0,3,1980.0,0.0,   .,92078,0
6989,2013,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,211.0,1,1920.0,0.0,   3,73015,1
4351,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,69385,0
10265,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,2,1980.0,0.0,   .,80021,0
2926,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,1980.0,0.0,   .,34172,0
3778,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,1980.0,0.0,   .,14118,0
6788,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100.0,3,1960.0,0.0,   .,94037,1
7458,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000.0,3,1980.0,0.0,   .,38185,1
10620,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,2,1950.0,0.0,   1,83061,1
15312,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,960.0,2,1999.0,0.0,   2,38239,0
4469,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,2,1960.0,0.0,   .,51454,0
15523,2015,"0,983561644",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6053.0,2,2008.0,0.0,   3,31506,0
534,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,4,1980.0,0.0,   .,06088,1
6591,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,1,1960.0,0.0,   .,46102,0
4819,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,858.0,3,1900.0,0.0,   4,92049,1
6866,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,4,1980.0,0.0,   .,06088,0
9768,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500.0,3,,0.0,   .,2A004,0
9956,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290.0,1,,0.0,   .,13039,0
8999,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,850.0,4,1920.0,0.0,   4,75117,1
17110,2012,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,effpi,2,1908.0,4,1920.0,0.0,   6,06088,0
6628,2013,"0,893150685",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1125.0,2,1960.0,0.0,   4,30189,1
19046,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,3875.0,3,1970.0,0.0,   5,94068,1
11146,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,832.0,4,1900.0,0.0,   5,75105,0
18016,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550.0,4,1930.0,0.0,   5,06012,1
19768,2015,"0,268493151",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,160.0,1,1967.0,0.0,   1,33529,0
11648,2012,"0,759562842",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,783.0,2,1980.0,0.0,   3,38205,0
2130,2015,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,11958.0,2,1960.0,0.3,   4,26362,1
18406,2012,"0,642076503",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1566.0,1,1981.0,0.0,   5,33063,0
14292,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890.0,4,1960.0,0.0,   .,75114,0
4223,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1339.0,4,1900.0,0.0,   7,75115,0
2122,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640.0,2,1960.0,0.0,   .,13206,0
8371,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,437.0,3,1988.0,0.0,   .,2A903,0
16834,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,180.0,2,1964.0,0.0,   2,78124,1
1165,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1980.0,0.0,   .,34324,0
18043,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,eff,2,9277.0,3,1990.0,0.0,>=10,92044,1
14802,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,2,1960.0,0.0,   .,13207,0
3512,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,460.0,2,1950.0,0.3,   4,83050,0
7345,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,,0.0,   .,13208,0
10844,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,460.0,3,1850.0,0.0,   3,33063,0
19243,2015,"0,956164384",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,396.0,1,1974.0,0.3,   3,33003,0
7988,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,2,1960.0,0.6,   2,83009,0
13333,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14805.0,2,1988.0,0.0,   .,59043,1
11773,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900.0,1,2006.0,0.0,   3,13004,0
10705,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,561.0,3,1980.0,0.0,   .,92004,0
12638,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4310.0,4,,0.0,   .,06029,1
5007,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1200.0,2,,0.0,   .,29232,0
8965,2012,"0,74863388",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,31555,1
7164,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1314.0,1,2003.0,0.0,   5,63113,0
8225,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2813.0,3,,0.0,   .,2B033,1
6830,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2911.0,2,1960.0,0.0,   .,26362,0
13637,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,738.0,2,1990.0,0.6,   3,34108,0
11766,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,3,1980.0,0.0,   .,94052,0
9830,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13201,0
6175,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,1960.0,0.0,   .,75115,0
16557,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,2,1984.0,0.3,   1,66182,1
7471,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,418.0,4,1960.0,0.0,   .,75117,0
19580,2015,"0,747945205",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,200.0,4,1995.0,0.6,   2,06088,0
15821,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,7023.0,1,1780.0,0.3,   3,89291,0
14191,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7302.0,2,1988.0,0.0,   .,34037,0
8365,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,4,1990.0,0.6,   3,06088,0
19897,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3992.0,1,1980.0,0.0,   4,74033,0
15431,2014,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1902.0,1,1996.0,0.0,   4,86041,0
8016,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1420.0,1,,0.0,   .,35288,0
16250,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1930.0,V,   .,,0
4314,2014,"0,564383562",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5102.0,2,1988.0,0.3,   7,77258,0
5145,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,2,1960.0,0.0,   .,13206,0
5019,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,4599.0,2,,0.0,   .,29232,0
17019,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1002.0,2,1945.0,0.6,   4,77288,1
18439,2012,"0,68852459",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,310.0,2,2007.0,0.3,   2,83081,0
9734,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13206,1
8485,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,365.0,4,1900.0,0.0,   4,06159,0
17950,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2462.0,2,2011.0,0.0,   3,31555,0
9506,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6000.0,2,1980.0,0.0,   .,42218,0
16923,2013,1,0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1461.0,1,1960.0,0.0,   6,35288,0
9058,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,250.0,2,1910.0,0.6,   3,13208,0
11703,2013,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1960.0,0.0,   .,64189,0
1637,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,474.0,2,1988.0,0.0,   .,62916,0
17551,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,720.0,1,2005.0,0.3,   2,13039,1
19207,2014,0,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,3,1930.0,0.0,   3,2B033,0
14210,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,31555,0
14317,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,770.0,1,1900.0,0.0,   5,43157,0
2715,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1200.0,2,1988.0,0.0,   .,38314,1
11394,2014,1,0,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,13000.0,2,1985.0,0.0,   2,67482,0
7299,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2886.0,2,1960.0,0.0,   .,26362,0
8824,2014,"0,328767123",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,4,1980.0,0.0,   .,06104,0
11965,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1950.0,1,1982.0,0.0,   4,86194,1
8159,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,700.0,2,1940.0,0.0,   3,31555,0
3733,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3760.0,1,1980.0,0.0,   .,43157,1
17014,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,630.0,3,1990.0,0.0,   4,67482,0
9293,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,289.0,3,1959.0,0.0,   3,92073,0
9275,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250.0,4,,0.0,   .,75115,1
9377,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,441.0,2,2003.0,0.0,   2,78423,0
15710,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1250.0,1,1960.0,0.0,   4,33063,0
4207,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,2,1988.0,0.0,   .,69091,0
18743,2012,"0,333333333",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2790.0,2,1973.0,0.0,   8,65388,0
9086,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,,0.0,   .,59350,1
13153,2014,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,4,1988.0,0.0,   .,06152,0
2403,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1988.0,0.0,   .,38931,0
7487,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20.0,2,1988.0,0.0,   .,69384,0
9318,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,4,,0.0,   .,75113,0
6930,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,1,1960.0,0.0,   .,17300,0
9201,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,,0.0,   .,13212,0
8898,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1274.0,4,1980.0,0.0,   .,06083,1
5507,2013,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5657.0,4,1988.0,0.0,   .,06121,0
6546,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,350.0,1,2003.0,0.0,   2,35284,0
1674,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1068.0,2,1965.0,0.0,   3,83126,0
1358,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,539.0,1,1960.0,0.0,   .,13042,0
19995,2016,"0,010928962",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,190.0,2,1982.0,0.6,   3,78220,0
12307,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,12700.0,2,1960.0,0.0,   5,76259,0
14203,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,3,1960.0,0.0,   .,93048,1
18041,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3800.0,2,2008.0,0.6,   3,38085,0
211,2015,"0,991780822",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,350.0,3,1900.0,0.6,   3,93061,0
14845,2014,"0,884931507",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2535.0,2,1980.0,0.3,   7,62826,0
17784,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,12470.0,4,1974.0,1.0,   6,06088,1
15284,2014,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,964.0,4,1900.0,0.0,   4,75113,0
7101,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,795.0,2,1999.0,0.0,   4,63113,0
